player_id,team_id,player_name,player_shirt_number,player_age,player_height,player_nationality,player_positions,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,Crosses,LongB,ThrB,strengths,weaknesses,player_style,name_lower,RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerMarketValue
75,3,César Azpilicueta,3.0,35,178,Spain,"['Defender Centre', 'Defender Left', 'Defender Right', 'Midfielder Right']",20,902,1,0,4,0,0.3,87.8,0.9,1,6.58,1.8,0.3,0.7,0.2,1.8,0.4,0.1,0,0.2,0.3,0.2,0.1,0.5,37.5,0.1,1.2,0.1,"['Holding on to the ball', 'Passing']",[],['Likes to play short passes'],césar azpilicueta,1679742361-4113,Chelsea,Premier League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€8 million
76,3,Nahuel Molina,16.0,27,175,Argentina,"['Defender Right', 'Midfielder Right']",42,2280,1,3,2,0,0.3,82.1,0.4,0,6.49,1.4,0.5,0.3,0.1,1.3,0.9,0.1,0,0.4,0.2,0.1,0.1,0.8,31.1,0.3,1.0,0.0,[],"['Aerial Duels', 'Holding on to the ball', 'Tackling', 'Discipline']",[],nahuel molina,1679742361-1744,Atlético de Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€22 million
77,3,Koke,6.0,33,176,Spain,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",43,2260,1,2,5,0,0.3,89.1,0.3,2,6.51,1.4,0.6,0.7,0.0,0.8,0.7,0.1,1,0.6,0.4,0.0,0.2,0.5,49.4,0.2,2.1,0.1,"['Passing', 'Through balls']",[],"['Likes to shoot from distance', 'Plays the ball off the ground often']",koke,1679742361-1734,Atlético de Madrid,La Liga,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€18 million
79,3,Rodrigo Riquelme,17.0,25,174,Spain,"['Defender Left', 'Midfielder Centre', 'Midfielder Left']",26,653,1,1,0,0,0.8,85.7,0.1,0,6.37,0.7,0.1,0.5,0.0,0.2,0.3,0.0,0,1.0,0.4,0.2,0.4,0.6,14.5,0.3,0.2,0.0,"['Key passes', 'Crossing', 'Taking set-pieces']","['Holding on to the ball', 'Passing', 'Aerial Duels', 'Tackling']","['Likes to dribble', 'Likes to play short passes', 'Likes to cross', 'Does not dive into tackles']",rodrigo riquelme,1679742361-1432,Girona FC,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€8 million
80,3,Ángel Correa,10.0,30,171,Argentina,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",48,1031,8,2,5,1,1.2,79.1,0.0,0,6.36,0.3,0.1,0.7,0.0,0.3,0.4,0.0,0,0.4,0.4,0.2,0.6,0.9,8.7,0.1,0.2,0.0,"['Finishing', 'Headed attempts', 'Key passes']","['Offside awareness', 'Aerial Duels', 'Crossing']","['Likes to cut inside', 'Likes to play short passes', 'Indirect set-piece threat']",ángel correa,1679742361-1727,Atlético de Madrid,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€40 million
81,3,Thomas Lemar,11.0,29,171,France,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right']",8,89,0,0,0,0,0.5,86.2,0.0,0,6.1,0.3,0.0,0.2,0.0,0.0,0.3,0.0,0,0.3,0.3,0.0,0.2,0.2,12.0,0.2,0.3,0.0,"['Passing', 'Holding on to the ball', 'Key passes', 'Dribbling', 'Crossing']","['Aerial Duels', 'Tackling']","['Likes to do layoffs', 'Likes to play short passes']",thomas lemar,1679742361-1735,Atlético de Madrid,La Liga,Copa Pure+,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€30 million
83,4,Yeray Álvarez,5.0,30,182,Spain,['Defender Centre'],29,2362,2,0,6,1,0.5,84.4,2.2,3,6.93,1.1,1.6,0.9,0.6,6.3,0.3,0.3,0,0.2,0.6,0.0,0.3,0.7,54.1,0.1,4.2,0.0,"['Aerial Duels', 'Concentration']",[],"['Plays the ball off the ground often', 'Likes to play long balls']",yeray álvarez,1679742361-1622,Athletic Club,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€15 million
84,4,Dani Vivian,3.0,25,183,Spain,['Defender Centre'],52,3836,4,0,6,1,0.5,87.6,1.4,3,6.97,1.5,1.4,1.0,0.7,4.5,0.3,0.3,0,0.3,0.7,0.0,0.4,0.7,56.1,0.1,4.1,0.0,"['Ball interception', 'Concentration']",['Aerial Duels'],[],dani vivian,1679742361-1619,Athletic Club,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€14 million
85,4,Nico Williams,10.0,22,181,Spain,"['Attacking Midfielder Left', 'Attacking Midfielder Right']",54,3580,14,8,2,0,2.1,80.9,0.3,6,7.18,0.8,0.2,0.7,0.0,0.2,0.7,0.0,0,1.7,1.1,0.3,1.6,2.1,23.8,1.0,0.5,0.0,"['Dribbling', 'Crossing', 'Key passes', 'Taking set-pieces']",['Defensive contribution'],"['Likes to dribble', 'Likes to cross', 'Likes to cut inside']",nico williams,1679742361-1611,Athletic Club,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€25 million
86,4,Iñaki Williams,9.0,30,186,Ghana,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",52,3599,13,9,3,0,2.0,71.5,0.8,5,6.92,0.6,0.4,0.6,0.0,0.7,0.3,0.1,0,1.3,1.2,0.4,1.4,1.9,20.9,0.6,0.3,0.0,"['Aerial Duels', 'Through balls']","['Crossing', 'Defensive contribution']","['Likes to cut inside', 'Likes to play short passes', 'Likes to do layoffs', 'Does not dive into tackles']",iñaki williams,1679742361-1610,Athletic Club,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€25 million
87,4,Oihan Sancet,8.0,25,188,Spain,"['Midfielder Centre', 'Forward']",36,2036,17,3,4,0,1.8,84.4,0.4,4,6.86,0.4,0.2,0.6,0.1,0.2,0.3,0.0,0,0.8,0.9,0.2,1.6,2.1,20.1,0.2,0.7,0.1,"['Finishing', 'Dribbling', 'Through balls', 'Long shots', 'Key passes']","['Passing', 'Defensive contribution']","['Likes to dribble', 'Likes to play short passes', 'Does not dive into tackles']",oihan sancet,1679742361-1616,Athletic Club,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€30 million
89,4,Unai Núñez,14.0,28,186,Spain,['Defender Centre'],13,863,0,2,5,0,0.3,87.7,1.8,0,6.88,1.2,2.0,1.2,0.5,3.9,0.4,0.5,0,0.2,0.5,0.0,0.2,0.6,37.8,0.0,3.2,0.0,"['Ball interception', 'Aerial Duels']",[],"['Indirect set-piece threat', 'Likes to play long balls', 'Plays the ball off the ground often', 'Clears the ball out of defence often', 'Likes to tackle']",unai núñez,1679742361-1549,Celta de Vigo,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€6 million
91,4,Andoni Gorosabel,2.0,28,174,Spain,"['Defender Right', 'Midfielder Right']",30,1962,0,2,7,0,0.2,83.6,0.9,1,6.72,2.3,0.8,1.0,0.1,2.5,0.7,0.1,0,0.7,0.2,0.1,0.6,0.8,32.2,0.6,0.6,0.0,['Concentration'],"['Passing', 'Aerial Duels']",[],andoni gorosabel,1679742361-1345,Real Sociedad,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€10 million
92,4,Unai Simón,1.0,27,190,Spain,['Goalkeeper'],33,2672,0,0,3,0,0.0,70.0,0.2,1,6.76,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,28.1,0.0,5.4,0.0,"['Penalty saving', 'Shot stopping (Reflexes)', 'Saving close range shots']",['Long passing'],[],unai simón,1679742361-1630,Athletic Club,La Liga,Copa Pure.1,Fusionskin,adidas,Pearlized,Control,Midfield,Paulo Dybala,€25 million
94,4,Yuri Berchiche,17.0,35,181,Spain,"['Defender Left', 'Midfielder Left']",42,2941,1,3,7,0,0.8,85.5,1.2,0,6.76,1.3,1.0,0.7,0.5,2.5,0.5,0.2,0,0.8,0.9,0.1,0.1,0.7,43.0,0.4,2.2,0.0,"['Holding on to the ball', 'Passing', 'Aerial Duels']",['Tackling'],"['Likes to play short passes', 'Does not dive into tackles']",yuri berchiche,1679742361-1626,Athletic Club,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,€2 million
95,4,Julen Agirrezabala,13.0,24,187,Spain,['Goalkeeper'],28,2378,0,0,1,1,0.0,64.9,0.3,1,6.61,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0,0.0,0.1,0.0,0.0,0.0,23.3,0.0,4.9,0.0,"['Shot stopping (Reflexes)', 'Penalty saving']",['Discipline'],['Comes off his line often'],julen agirrezabala,1679742361-1629,Athletic Club,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€5 million
97,4,Óscar De Marcos,18.0,36,182,Spain,"['Defender Left', 'Defender Right', 'Midfielder Centre', 'Midfielder Right']",39,2264,1,6,2,0,0.3,81.1,0.3,0,6.62,1.3,0.5,0.6,0.2,1.3,0.7,0.1,0,0.8,0.3,0.0,0.2,0.4,31.6,0.8,1.6,0.1,"['Crossing', 'Key passes', 'Holding on to the ball', 'Passing']",['Aerial Duels'],"['Likes to play long balls', 'Likes to cross']",óscar de marcos,1679742361-1625,Athletic Club,La Liga,Mercurial Superfly VII,Flyknit,Nike,Neighborhood,Speed,Attack,Cristiano Ronaldo,€2 million
98,4,Aitor Paredes,4.0,25,186,Spain,['Defender Centre'],35,2629,4,1,2,1,0.3,85.7,1.5,2,6.67,0.8,1.1,0.9,0.8,4.5,0.3,0.6,0,0.1,0.3,0.0,0.0,0.3,47.4,0.0,3.5,0.0,[],"['Tackling', 'Concentration']","['Plays the ball off the ground often', 'Does not dive into tackles', 'Commits fouls often']",aitor paredes,1679742361-1620,Athletic Club,La Liga,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€0 million
99,4,Gorka Guruzeta,12.0,28,188,Spain,['Forward'],50,2515,8,4,2,0,1.6,74.1,1.1,1,6.5,0.4,0.3,1.2,0.0,0.5,0.6,0.1,0,0.5,0.5,0.1,0.5,1.3,11.8,0.0,0.3,0.0,"['Defensive contribution', 'Headed attempts', 'Finishing']",[],"['Likes to do layoffs', 'Likes to do flick ons', 'Likes to tackle']",gorka guruzeta,1679742361-1607,Athletic Club,La Liga,X Speedportal.1,Speedskin,adidas,Pearlized,Speed,Attack,Lionel Messi,€2 million
100,4,Mikel Vesga,6.0,32,191,Spain,['Defensive Midfielder C'],33,1097,0,0,2,0,0.2,79.7,1.0,0,6.36,0.8,0.5,0.5,0.0,0.8,0.7,0.0,0,0.4,0.1,0.0,0.3,0.4,18.8,0.0,1.1,0.1,"['Concentration', 'Ball interception']",[],"['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to tackle', 'Commits fouls often']",mikel vesga,1679742361-1614,Athletic Club,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€5 million
107,4,Ander Herrera,21.0,35,182,Spain,['Midfielder Centre'],18,359,0,0,3,0,0.7,88.1,0.5,0,6.34,0.9,0.2,0.5,0.0,1.0,0.3,0.1,0,0.3,0.3,0.0,0.2,0.4,21.3,0.0,0.5,0.0,"['Passing', 'Tackling', 'Blocking the ball']",['Concentration'],"['Likes to play short passes', 'Likes to shoot from distance', 'Likes to tackle']",ander herrera,1679742361-1617,Athletic Club,La Liga,Nemeziz.1,Knit,adidas,,Agility,Attack,Evan Ferguson,€3 million
114,5,Álex Baena,16.0,23,175,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Forward']",39,2580,7,9,11,0,2.0,74.4,0.5,3,7.11,0.9,0.6,1.3,0.0,0.4,0.9,0.1,0,2.8,1.4,0.1,1.0,1.2,30.5,2.0,2.0,0.4,"['Through balls', 'Key passes', 'Crossing', 'Taking set-pieces', 'Holding on to the ball', 'Passing']",['Finishing'],"['Plays the ball off the ground often', 'Likes to do layoffs', 'Likes to cross', 'Likes to cut inside', 'Likes to play long balls', 'Commits fouls often']",álex baena,1679742361-1261,Villarreal CF,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€20 million
115,5,Ayoze Pérez,22.0,31,178,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",33,2014,20,2,5,0,2.5,78.8,0.4,4,7.06,0.9,0.3,0.8,0.0,0.3,0.6,0.0,0,1.0,1.2,0.2,1.1,2.0,12.6,0.2,0.3,0.1,"['Finishing', 'Headed attempts', 'Dribbling', 'Defensive contribution']",['Crossing'],"['Likes to play short passes', 'Likes to dribble', 'Indirect set-piece threat', 'Likes to cut inside', 'Likes to tackle']",ayoze pérez,1679742361-1585,Real Betis,La Liga,X Speedportal+,Speedskin,adidas,Al Rihla,Speed,Attack,Lionel Messi,€6 million
116,5,Juan Foyth,8.0,27,187,Argentina,"['Defender Centre', 'Defender Right', 'Defensive Midfielder C']",19,1517,1,0,4,0,0.9,87.5,2.2,1,6.98,1.3,1.0,0.8,0.4,5.9,0.3,0.9,0,0.4,0.3,0.0,0.1,0.6,48.6,0.1,3.4,0.1,"['Dribbling', 'Aerial Duels', 'Passing', 'Blocking the ball', 'Ball interception']","['Crossing', 'Concentration']","['Indirect set-piece threat', 'Plays the ball off the ground often', 'Clears the ball out of defence often']",juan foyth,1679742361-1277,Villarreal CF,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€25 million
119,5,Gerard Moreno,7.0,33,180,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Right', 'Forward']",17,686,3,2,0,0,1.6,78.9,1.1,0,6.82,0.4,0.1,0.6,0.0,0.4,0.5,0.0,0,1.1,0.6,0.1,0.6,1.1,16.9,0.2,1.1,0.1,"['Key passes', 'Passing', 'Dribbling', 'Holding on to the ball', 'Through balls', 'Taking set-pieces', 'Defensive contribution']",['Crossing'],"['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to cut inside', 'Likes to tackle']",gerard moreno,1679742361-1263,Villarreal CF,La Liga,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€30 million
121,5,Nicolas Pépé,19.0,29,183,Ivory Coast,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",29,1463,3,6,3,0,1.4,83.1,0.6,1,6.8,0.8,0.2,0.7,0.0,0.4,0.4,0.0,0,1.2,0.9,0.3,0.7,1.9,20.6,0.4,0.6,0.1,"['Passing', 'Key passes', 'Long shots', 'Dribbling', 'Holding on to the ball']",[],"['Likes to do layoffs', 'Counter attack threat', 'Likes to play short passes', 'Likes to cut inside', 'Likes to dribble']",nicolas pépé,1679742361-1912,OGC Nice,Ligue 1,F50 Adizero,Synthetic,adidas,,Speed,Attack,Jordi Alba,€22 million
123,5,Santi Comesaña,14.0,28,188,Spain,['Midfielder Centre'],35,2565,4,2,8,0,1.1,85.6,0.9,3,6.78,2.4,0.5,1.1,0.0,1.5,1.0,0.6,0,0.8,0.8,0.0,1.3,1.0,38.6,0.1,1.7,0.1,"['Blocking the ball', 'Through balls', 'Tackling', 'Concentration']",['Discipline'],['Likes to tackle'],santi comesaña,1679742361-1366,Rayo Vallecano,La Liga,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€4 million
125,5,Dani Parejo,10.0,36,182,Spain,['Midfielder Centre'],35,2265,3,3,8,0,0.4,89.0,0.7,2,6.71,1.5,0.7,0.6,0.0,1.0,0.7,0.2,0,0.6,1.0,0.0,0.4,0.5,42.8,0.3,2.7,0.0,"['Passing', 'Direct free-kicks', 'Taking set-pieces']",['Tackling'],['Likes to play long balls'],dani parejo,1679742361-1267,Villarreal CF,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€7 million
127,5,Kiko Femenía,17.0,34,176,Spain,"['Defender Left', 'Defender Right', 'Midfielder Right']",28,2232,0,1,7,0,0.1,90.4,0.2,0,6.66,1.8,1.4,0.8,0.1,2.0,0.9,0.4,0,0.6,0.5,0.0,0.4,0.8,44.8,0.6,1.5,0.0,"['Ball interception', 'Holding on to the ball', 'Passing']",['Aerial Duels'],['Likes to play short passes'],kiko femenía,1679742361-1275,Villarreal CF,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Fastest,Speed,Attack,Antoine Griezmann,€3 million
128,5,Pape Gueye,18.0,26,189,Senegal,['Midfielder Centre'],35,2157,2,0,5,2,1.5,81.7,0.9,1,6.66,1.6,0.8,0.9,0.1,1.4,0.2,0.4,0,0.5,1.8,0.1,0.6,1.0,32.1,0.1,2.5,0.1,"['Holding on to the ball', 'Long shots', 'Aerial Duels', 'Blocking the ball', 'Tackling', 'Defensive contribution', 'Ball interception']","['Finishing', 'Offside awareness', 'Concentration']","['Plays the ball off the ground often', 'Likes to play long balls', 'Indirect set-piece threat', 'Gets fouled often']",pape gueye,1679742361-1669,Sevilla FC,La Liga,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€10 million
129,5,Logan Costa,2.0,24,190,France,['Defender Centre'],38,2586,2,0,4,0,0.4,87.5,1.5,0,6.6,1.3,0.7,0.6,0.2,3.4,0.2,0.5,0,0.1,0.1,0.1,0.0,0.2,47.2,0.0,3.3,0.0,['Concentration'],[],['Plays the ball off the ground often'],logan costa,1679742361-1793,Toulouse FC,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€0 million
130,5,Diego Conde,13.0,26,188,Spain,['Goalkeeper'],21,1873,0,1,2,0,0.0,76.4,0.1,1,6.53,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0,0.1,0.0,0.0,0.0,0.0,23.8,0.0,4.0,0.0,[],[],[],diego conde,1679742361-1476,Getafe CF,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€0 million
131,5,Alfonso Pedraza,24.0,29,184,Spain,"['Defender Left', 'Midfielder Left']",11,364,0,2,0,0,0.4,77.4,0.5,0,6.44,0.3,0.5,0.3,0.0,1.0,0.2,0.1,0,0.6,0.2,0.0,0.2,0.5,12.1,0.5,0.4,0.1,['Key passes'],['Discipline'],"['Likes to cross', 'Likes to dribble', 'Likes to play short passes']",alfonso pedraza,1679742361-1273,Villarreal CF,La Liga,Mercurial Superfly 8,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,€15 million
133,5,Raúl Albiol,3.0,39,190,Spain,['Defender Centre'],15,1189,0,0,4,0,0.1,89.6,2.0,0,6.42,0.7,0.4,0.7,0.3,4.5,0.3,0.6,1,0.0,0.4,0.0,0.1,0.2,54.1,0.0,2.9,0.0,['Blocking the ball'],"['Concentration', 'Tackling']","['Does not dive into tackles', 'Clears the ball out of defence often']",raúl albiol,1679742361-1272,Villarreal CF,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€3 million
136,5,Tajon Buchanan,9.0,26,183,Canada,"['Defender Right', 'Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",28,525,1,1,2,0,0.4,83.6,0.2,0,6.28,0.6,0.0,0.7,0.0,0.2,0.2,0.0,0,0.2,1.0,0.2,0.6,0.9,7.5,0.1,0.1,0.0,['Concentration'],"['Aerial Duels', 'Holding on to the ball', 'Finishing', 'Crossing', 'Tackling', 'Defensive contribution']","['Likes to play short passes', 'Gets fouled often', 'Likes to cross', 'Likes to dribble', 'Does not dive into tackles']",tajon buchanan,1679742361-782,Club Brugge,Champions League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,€12 million
139,5,Denis Suárez,6.0,31,176,Spain,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",20,522,1,1,0,0,0.5,82.0,0.1,0,6.26,0.5,0.1,0.1,0.0,0.2,0.3,0.1,0,0.7,0.3,0.0,0.4,0.7,10.3,0.4,0.4,0.0,"['Crossing', 'Taking set-pieces']","['Tackling', 'Aerial Duels', 'Passing', 'Finishing']","['Plays the ball off the ground often', 'Likes to play short passes', 'Likes to tackle']",denis suárez,1679742361-1487,RCD Espanyol,La Liga,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€5 million
140,5,Eric Bailly,4.0,31,187,Ivory Coast,"['Defender Centre', 'Defender Right']",12,620,0,0,2,1,0.3,87.7,0.9,0,6.16,1.0,0.5,0.6,0.3,2.3,0.1,0.5,0,0.0,0.1,0.0,0.1,0.5,26.4,0.0,1.2,0.0,['Tackling'],"['Discipline', 'Aerial Duels', 'Passing', 'Concentration']","['Likes to dribble', 'Indirect set-piece threat', 'Commits fouls often']",eric bailly,1679742361-2275,Olympique de Marseille,Ligue 1,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€8 million
143,5,Thiago Ojeda,38.0,22,188,,['Midfielder'],1,7,0,0,1,0,1.0,100.0,0.0,0,5.89,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,[],[],[],thiago ojeda,1679742361-4078,Liverpool,Premier League,Copa 20.1,Fusionskin,adidas,Glory Hunter,Control,Midfield,Paulo Dybala,€18 million
147,6,Antony,7.0,25,174,Brazil,['Attacking Midfielder Right'],38,1682,9,2,4,1,2.1,83.9,0.2,1,6.84,1.0,0.5,0.5,0.0,0.2,0.7,0.0,0,1.4,1.2,0.0,0.9,2.0,29.4,0.5,0.6,0.1,"['Passing', 'Key passes']",['Aerial Duels'],"['Likes to shoot from distance', 'Likes to do layoffs', 'Likes to cut inside', 'Likes to play short passes', 'Likes to tackle']",antony,1679742361-3741,Manchester United,Premier League,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€70 million
148,6,Giovani Lo Celso,20.0,29,177,Argentina,"['Midfielder Centre', 'Midfielder Right', 'Forward']",47,1638,9,4,7,0,1.2,85.4,0.2,3,6.89,1.3,0.2,0.5,0.0,0.1,0.3,0.1,0,1.5,2.2,0.0,1.1,1.3,31.6,0.8,1.6,0.4,"['Through balls', 'Finishing', 'Long shots', 'Direct free-kicks', 'Taking set-pieces', 'Key passes', 'Dribbling']",['Aerial Duels'],"['Gets fouled often', 'Indirect set-piece threat', 'Likes to do layoffs', 'Likes to dribble']",giovani lo celso,1679742361-1268,Villarreal CF,La Liga,Predator Edge.1 Low,Primeknit,adidas,Game Data,Control,Midfield,Jude Bellingham,€18 million
151,6,Diego Llorente,3.0,31,186,Spain,"['Defender Centre', 'Defensive Midfielder C']",36,2522,2,0,5,0,0.4,86.9,2.6,1,6.87,1.2,1.4,0.7,0.4,5.1,0.4,0.7,1,0.2,0.8,0.0,0.1,0.4,52.9,0.0,2.9,0.0,"['Aerial Duels', 'Blocking the ball', 'Concentration', 'Ball interception']",[],[],diego llorente,1679742361-4340,AS Roma,Serie A,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€12 million
152,6,Nabil Fekir,8.0,31,173,France,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",3,180,0,1,0,0,3.5,86.1,0.0,1,6.84,1.5,0.0,1.5,0.0,0.0,0.5,0.0,0,3.0,3.5,0.0,3.0,2.0,36.0,2.5,1.0,0.0,"['Dribbling', 'Key passes', 'Taking set-pieces']","['Discipline', 'Defensive contribution']","['Likes to do layoffs', 'Gets fouled often', 'Likes to play short passes', 'Likes to dribble', 'Does not dive into tackles', 'Commits fouls often']",nabil fekir,1679742361-1595,Real Betis,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€30 million
154,6,Héctor Bellerín,2.0,30,178,Spain,"['Defender Right', 'Midfielder Right']",12,579,0,2,1,0,0.1,83.2,0.7,0,6.72,1.4,0.7,0.7,0.1,1.8,0.8,0.3,0,0.9,0.0,0.0,0.1,0.7,30.3,0.3,1.3,0.2,['Ball interception'],"['Aerial Duels', 'Crossing', 'Tackling']","['Likes to play short passes', 'Plays the ball off the ground often', 'Likes to dribble', 'Does not dive into tackles']",héctor bellerín,1679742361-582,Sporting,Champions League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,€8 million
155,6,Marc Roca,21.0,28,184,Spain,"['Defender Centre', 'Defensive Midfielder C']",16,910,2,2,4,0,0.9,87.6,0.4,1,6.68,1.4,1.0,1.1,0.1,0.9,0.6,0.4,0,0.9,0.4,0.0,0.5,0.6,37.6,0.3,1.9,0.0,['Concentration'],['Aerial Duels'],"['Plays the ball off the ground often', 'Commits fouls often']",marc roca,1679742361-3802,Leeds United,Premier League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€15 million
156,6,Abde Ezzalzouli,10.0,23,177,Morocco,['Attacking Midfielder Left'],46,1968,7,2,3,0,1.9,76.0,0.8,1,6.68,1.2,0.2,0.7,0.0,0.4,0.4,0.1,0,0.9,1.2,0.1,1.6,2.1,21.9,0.1,0.4,0.1,['Dribbling'],"['Finishing', 'Crossing', 'Holding on to the ball']","['Likes to cut inside', 'Likes to play short passes', 'Gets fouled often']",abde ezzalzouli,1679742361-1384,CA Osasuna,La Liga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€8 million
157,6,Ricardo Rodríguez,12.0,32,182,Switzerland,"['Defender Centre', 'Defender Left', 'Midfielder Left']",35,2086,0,1,1,0,0.3,86.8,1.3,0,6.54,1.4,0.4,0.6,0.3,2.7,0.4,0.1,0,0.6,0.3,0.0,0.3,0.3,39.6,0.4,1.7,0.0,"['Long shots', 'Aerial Duels', 'Holding on to the ball']",[],"['Likes to shoot from distance', 'Plays the ball off the ground often']",ricardo rodríguez,1679742361-4201,Torino FC,Serie A,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€4 million
159,6,Pablo Fornals,18.0,29,178,Spain,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",33,1748,2,0,3,0,0.9,83.0,0.8,0,6.58,0.8,0.9,0.4,0.0,0.5,0.8,0.1,0,1.4,0.6,0.1,0.6,0.9,39.2,0.6,1.7,0.2,"['Blocking the ball', 'Defensive contribution', 'Passing', 'Aerial Duels', 'Crossing', 'Holding on to the ball']",['Tackling'],['Plays the ball off the ground often'],pablo fornals,1679742361-3627,West Ham United,Premier League,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€25 million
